Well ID,Avg Pump Difference,Area,Lateral Length,Fluid System,TVD,Development Strategy,DELAYED,BOUND_CODE,PARENT_CODEV_1050_WELL_COUNT,PARENT_IN_ZONE_MIN_HYPOT,PARENT_1050_WELL_COUNT,PARENT_3000_AVG_HYPOT_DIST,PARENT_3000_WELL_COUNT,CODEV_IN_ZONE_MIN_HYPOT,CODEV_1050_WELL_COUNT,CODEV_3000_AVG_HYPOT_DIST,CODEV_3000_AVG_TVD_DIST,CODEV_3000_AVG_WELL_AGE,CODEV_3000_MEDIAN_WELL_AGE,CODEV_3000_WELL_COUNT,Pressure Gradient (psi/ft) new,Soak Time,Avg Open Pressure,SD Open Pressure,Avg Close Pressure,SD Close Pressure
150,11.7,Olympic,11400,Williams,9110,Orange Crush,1,11011001,6,1465,1,2172,17,1011,5,1018,597,-0.6,-1,7,0.556864871,195,3229.885956,868.2,2429.851705,491.7
151,3.86,Redwood,9600,Campbell,7345,Orange Crush,1,11011101,6,637,5,1589,14,677,1,1542,25,17.7,1,3,0.548505379,278,2570.272566,109,2101.778068,195.8
152,7.71,Redwood,9600,Campbell,7345,Orange Crush,1,11011101,6,637,5,1589,14,677,1,1542,25,17.7,1,3,0.546938715,342,2553.961908,111.5,2178.882147,177.6
153,-2.47,Acadia,10200,Campbell,9475,Orange Crush,0,111000,3,2193.672363,0,1985.405396,0,787,3,1263,689,-1.4,-1.5,10,0.606314397,76,2919.941462,276.5,2657.547911,596.9
154,-0.71,Acadia,10200,Campbell,9475,Orange Crush,0,111000,3,2193.672363,0,1985.405396,0,787,3,1263,689,-1.4,-1.5,10,0.605526426,98,2859.650296,280.7,2451.90137,520.2
155,12.44,Redwood,9600,Campbell,7345,Orange Crush,1,11011101,6,637,5,1589,14,677,1,1542,25,17.7,1,3,0.545013956,376,2499.417045,105,1969.816576,226.6
156,5.27,Dry Tortugas,12600,Williams,9310,Orange Crush,1,11111100,4,1228,2,2248,21,844,2,1654,611,-2.3,1,7,0.577359106,456,3242.812405,153.3,2877.138122,227
157,-7,Petrified Forest,9800,Campbell,8435,Mountain Dew,0,1110,3,2655,0,2643,2,850,3,1149,287,-1.2,-1,5,0.561498688,44,2769.57419,130.6,2289.427364,334
158,5.71,Carlsbad Caverns,7500,Williams,8985,Orange Crush,1,11111101,4,736,2,1938,18,814.5766602,2,1074,626,0.7,1,3,0.494821106,41,2278.39469,249.8,1324.59823,647.2
159,10.62,Carlsbad Caverns,7500,Williams,8985,Orange Crush,1,11111101,4,736,2,1938,18,814.5766602,2,1074,626,0.7,1,3,0.493016176,88,2189.968557,190.1,1408.901054,694.5
160,16.97,Carlsbad Caverns,7500,Williams,8985,Orange Crush,1,11111101,4,736,2,1938,18,814.5766602,2,1074,626,0.7,1,3,0.490681897,134,2204.64935,191,1123.938884,696.4
161,59.23,Glacier,10000,Young,8475,Mountain Dew,1,11001111,5,697,2,1801,12,880,3,1635,322,-0.6,-1,7,0.543280909,564,2825.472997,179.4,2453.491958,772.5
162,4.26,Glacier,10000,Campbell,9085,Orange Crush,0,11111101,5,2794,0,2867,5,795,5,1703,597,1.8,1,24,0.573436957,435,3159.452174,215,3048.83913,542.3
163,5.1,Joshua Tree,9000,Campbell,10520,Coke,1,11111000,2,2611,2,2471,41,1134,0,1149,23,0,0,1,0.541161144,38,3480.652674,194.3,3228.586918,333.8
164,12.08,Joshua Tree,8800,Campbell,10520,Coke,1,11111000,1,1415,1,2391,37,1201,0,1201,38,0,0,1,0.538356253,118,3531.805048,135.3,3114.487134,409.8
165,42.28,Joshua Tree,9000,Campbell,10520,Coke,1,11111000,1,1415,1,2391,37,1201,0,1201,38,0,0,1,0.526220478,112,3223.889381,114,3042.133097,534.9
166,20.89,Badlands,10200,Young,9065,Mountain Dew,1,10011101,3,1059,1,1730,9,576,2,1382,224,-1,-1,4,0.505115363,29,3272.850619,186.2,2823.121947,723.1
167,6.69,Glacier,10000,Williams,9085,Orange Crush,0,11111101,5,2794,0,2867,5,795,5,1703,597,1.8,1,24,0.578302868,280,3301.484148,466.2,3030.730342,424.7
168,95.62,Badlands,10200,Young,8815,Orange Crush,1,10111000,3,1202,1,1872,13,681.1044922,2,836,831,0.7,1,3,0.476753042,129,2899.779,333,2069.137445,1131.9
169,74.43,Badlands,10200,Young,9065,Mountain Dew,1,10011101,3,1059,1,1730,9,576,2,1382,224,-1,-1,4,0.484795295,236,2869.74137,318,1955.017345,1017.6
170,19.04,Big Bend,15500,Williams,8700,Mountain Dew,0,11111000,3,2820,0,2582,3,860,3,894,381,1.2,1,5,0.508894243,112,2652.091397,314.6,2083.410681,530
171,20.93,Big Bend,16000,Williams,7720,Orange Crush,1,11111000,3,2269,0,2306,7,720,3,890,208,1.2,1,5,0.508172567,197,2741.192112,235.2,1695.031604,487.2
172,18.53,Rocky Mountain,10200,Williams,8985,Orange Crush,1,11111101,4,736,2,1938,18,937.5639038,2,1074,626,0.7,1,3,0.574648808,250,2981.228426,254.6,2521.525948,490.1
173,-6.95,Great Smoky Mountains,10300,Williams,8390,Mountain Dew,0,10001101,4,1830.104736,0,2158.385742,0,843,4,1512,316,1.2,1,10,0.552904246,33,2901.40995,180,2612.251004,492.5
174,19.72,Great Smoky Mountains,10300,Williams,8390,Mountain Dew,0,10001101,4,1830.104736,0,2158.385742,0,843,4,1512,316,1.2,1,10,0.544716692,31,2862.625148,174.9,2721.909165,527.1
175,8.31,Glacier,15400,Williams,8335,Mountain Dew,0,10001001,2,2746,0,2678,4,562,2,1556,21,7.1,16,7,0.564166454,310,3348.244094,229.3,2846.434552,1109.5
176,21.04,Petrified Forest,9900,Williams,10415,Coke,1,11100000,2,1251.563354,2,2071,12,1455,0,1490,4,0,0,1,0.51058827,39,2537.420385,190.7,1685.325063,580.9
177,21.98,Petrified Forest,10000,Williams,10415,Coke,1,11100000,2,1251.563354,2,2071,12,1455,0,1490,4,0,0,1,0.510739265,112,2325.636337,197.6,2008.504109,543.5
178,5.87,Glacier,15800,Williams,8335,Mountain Dew,0,10001001,2,2746,0,2678,4,562,2,1556,21,7.1,16,7,0.565191085,415,3355.734944,320.7,3106.09055,538.4
179,13.8,Petrified Forest,10000,Williams,10415,Coke,1,11100000,2,1251.563354,2,2071,12,1455,0,1490,4,0,0,1,0.513880965,178,2519.909296,324.3,1889.667164,633.4
180,37,Glacier,15800,Williams,8335,Mountain Dew,0,10001001,2,2746,0,2678,4,562,2,1556,21,7.1,16,7,0.552118641,488,3169.855167,185.2,3050.102809,531.4
181,15.19,Great Basin,10000,Campbell,10055,Coke,1,11111000,0,1341,0,2444,33,1283,0,1326,19,0,0,1,0.566522913,135,2778.035644,687.2,2535.961762,456.7
182,19.2,Great Basin,10000,Campbell,10285,Coke,1,11111000,1,1038,1,2536,29,1775,0,1783,28,0,0,1,0.564823254,126,2569.498384,140.3,2313.074005,597.7
183,38.38,Great Basin,10000,Campbell,10275,Coke,1,11110000,1,1336.925781,1,2275,16,1639,0,1950,1085,-0.7,-1,3,0.556693708,190,2584.143363,124.1,2555.544148,399.2
184,19.4,North Cascades,10400,Williams,10090,Coke,1,11110000,0,2409.567627,0,2582,20,1511,0,1647,1,0,0,1,0.547718405,219,2666.452682,131.6,1770.280839,800.3
185,19.03,North Cascades,10400,Williams,10090,Coke,1,11110000,0,2409.567627,0,2582,20,1511,0,1647,1,0,0,1,0.547870505,266,2722.559369,170.9,2523.886118,688
186,36.14,North Cascades,10400,Williams,10090,Coke,1,11110000,0,2409.567627,0,2582,20,1511,0,1647,1,0,0,1,0.540836906,285,2655.381216,154.5,2462.709788,547.5
187,28.1,Everglades,10500,Campbell,8810,Mountain Dew,0,10001101,4,1781,0,2300,12,666,4,851,343,0,0,5,0.502990114,154,2913.556622,291.7,1741.495752,676.9
188,31.06,Everglades,10400,Williams,8810,Mountain Dew,0,10001101,4,1781,0,2300,12,666,4,851,343,0,0,5,0.501865337,213,2964.785264,252.1,2221.265448,624
189,33.72,Petrified Forest,10000,Williams,7520,Mountain Dew,1,10001000,2,784,1,1628,4,1980,1,1556,155,-0.7,-1,3,0.492131695,41,2410.974005,144.5,2433.602601,375.6
190,5.62,Everglades,10400,Williams,8810,Mountain Dew,0,10001101,4,1781,0,2300,12,666,4,851,343,0,0,5,0.511532341,309,3061.117722,306.5,1963.574113,883.5
191,20.53,Petrified Forest,10000,Williams,7520,Mountain Dew,1,10001000,2,784,1,1628,4,1980,1,1556,155,-0.7,-1,3,0.497056503,107,2485.828165,203.5,2458.557476,451.7
192,23.17,Great Basin,9800,Campbell,10650,Coke,1,11111000,0,1142,0,2602,26,1847,0,1847,16,0,0,1,0.543612617,32,2738.44581,110.2,2779.193382,365.7
193,23.53,Petrified Forest,10000,Williams,8755,Mountain Dew,1,10001011,4,1537,3,1870,12,882,1,1172,10,1,1,2,0.49593638,171,2424.761231,158.4,2323.468449,334.8
194,,Great Basin,10000,Young,8915,Orange Crush,1,11111100,5,991,4,1832,21,797,1,1720,664,12,12,4,0.523895323,100,2471.255945,105,2472.226587,313.8
195,28.3,Everglades,10000,Campbell,9475,Mountain Dew,1,11111101,5,2331,1,1948,7,580,4,1499,285,16.9,30,11,0.505867641,29,2712.567541,254.9,2313.355575,794
196,62.34,Great Basin,9800,Young,10650,Coke,1,11111000,0,1142,0,2602,26,1847,0,1847,16,0,0,1,0.527585923,176,2514.476383,106.7,2120.666456,475.1
197,41.75,Everglades,10000,Campbell,9475,Mountain Dew,1,11111101,5,2331,1,1948,7,580,4,1499,285,16.9,30,11,0.500726729,148,2597.442801,193.2,2254.978707,442.3
198,-0.84,Big Bend,12800,Campbell,9965,Coke,1,1111000,1,1677,0,2241,18,919,1,967,35,0,0,1,0.606521422,441,2621.10985,217.3,1434.416699,243.4
199,2.96,Big Bend,12500,Campbell,10130,Coke,1,11110000,0,1905.756836,0,2214,12,1092,0,1100,4,0,0,1,0.605544059,41,2745.732051,196.6,1683.805117,1002.2
200,-2.1,Big Bend,12600,Campbell,10130,Coke,1,11110000,0,1905.756836,0,2214,12,1092,0,1100,4,0,0,1,0.607815705,130,2846.88364,269.3,1917.067818,1069.3
201,34.33,Lake Clark,12700,Williams,8455,Orange Crush,1,11011111,6,871,6,1943,29,1456,0,1859,503,32.6,53,5,0.501028289,181,2727.339854,485.6,2165.224217,657
202,43.13,Everglades,9800,Young,10235,Coke,1,11111000,1,1887,0,2373,27,826,1,838,1,0,0,1,0.49727883,60,2730.944463,255.1,2086.997291,740.5
203,23.1,Lake Clark,12600,Williams,8045,Orange Crush,1,10101111,9,1707.905518,5,1989,18,722,4,703,139,0.3,0.5,4,0.505299059,282,2707.380662,157.5,2690.661985,615
204,39.95,Everglades,9800,Young,10235,Coke,1,11111000,1,1887,0,2373,27,826,1,838,1,0,0,1,0.498487205,189,2661.586795,167.9,1997.20908,497.2
205,8.21,Lake Clark,12700,Williams,10365,Coke,1,11111000,0,1930.352539,0,2150,16,1200,0,1758,8,0.7,1,3,0.510961728,359,2804.131512,142.3,2854.3197,394.8
206,16.66,Lake Clark,10300,Campbell,10355,Coke,1,11110000,1,1701.175171,0,2263,16,1026,1,1859,6,-0.5,-0.5,2,0.509494796,39,2144.46691,317.7,2110.712389,567.7
207,17.37,Grand Teton,15400,Campbell,8340,Orange Crush,1,10101111,3,1446,2,1992,19,1200,1,918,183,0.7,1,3,0.517438798,547,2659.629796,204,2523.697845,664
208,26.09,Lake Clark,10200,Williams,8070,Orange Crush,1,1001111,5,989.592041,3,1856,11,800,2,987,140,0.3,0.5,4,0.50589623,107,2019.252397,214.3,1753.971943,312.3
209,29.88,Lake Clark,10200,Williams,10355,Coke,1,11111000,1,2347.749268,0,2159,16,1026,1,1750,9,-0.7,-1,3,0.504449934,172,2143.447726,873.6,2124.827041,529.7
210,13.57,Grand Teton,15800,Williams,8355,Dr Pepper,0,10100001,1,919.0134888,0,2432,3,1411,1,1047,174,0.7,1,3,0.5194272,139,3062.199077,346,2622.471528,678.2
213,30.62,Grand Teton,15700,Williams,8375,Orange Crush,1,10101001,3,816.319519,2,1912,8,1411,1,1050,187,0.7,1,3,0.512809254,217,2714.593621,245.5,2578.192266,901.9
214,0.54,Great Basin,10400,Williams,10040,Coke,1,11111000,1,831.638855,1,2354,24,1437,0,1441,16,0,0,1,0.638137019,73,2909.625279,172,1749.014082,208.3
215,6.73,Petrified Forest,9800,Williams,8340,Sprite,1,10001111,3,1411.046997,0,2188,8,561,3,812,216,-1,-1,4,0.551270714,290,2789.780893,121.6,2643.175606,397.6
216,9.69,Petrified Forest,9800,Williams,8340,Sprite,1,10001111,3,1411.046997,0,2188,8,561,3,812,216,-1,-1,4,0.550057558,353,2758.72444,138.4,2515.777676,424.6
217,5.94,Petrified Forest,9700,Williams,8340,Sprite,1,10001111,3,1411.046997,0,2188,8,561,3,812,216,-1,-1,4,0.551594496,414,2721.171681,108,2383.70354,608.6
218,23.36,Acadia,10300,Campbell,10415,Coke,1,11100000,2,1195.286743,2,2071,12,1455,0,1490,4,0,0,1,0.590354319,47,2801.394921,177.8,2238.400192,381.4
219,-1.54,Guadalupe Mountains,15400,Campbell,8480,Orange Crush,1,11110111,6,2618,4,2141,15,1297,2,995,393,1.2,1,5,0.558825852,109,3102.335321,216.1,2510.022085,617.1
220,,Guadalupe Mountains,15400,Williams,8160,Coke,1,10001000,2,616,1,1870,7,569,1,1601,44,5,5,4,0.55975494,150,3117.687957,191.3,2687.512197,559.3
221,71.19,Acadia,10300,Campbell,10415,Coke,1,11100000,2,1195.286743,2,2071,12,1455,0,1490,4,0,0,1,0.569098586,114,2720.473551,168.1,2288.421185,451.1
222,-9.64,Guadalupe Mountains,15400,Campbell,9115,Orange Crush,1,11111100,5,1454,4,1933,22,1040,1,1377,776,0.3,0.5,4,0.562170569,164,3281.536437,169,2623.257599,487.7
223,19.15,Arches,12800,Campbell,10570,Coke,1,11111000,1,1122,0,2174,26,1000,1,1500,29,-0.5,-0.5,2,0.512544035,407,2574.941516,158,2112.50304,591.8
224,25.99,Arches,12800,Campbell,10545,Coke,1,11111000,2,2122,0,2308,27,1000,2,1000,17,-0.5,-0.5,2,0.509913306,502,2573.080854,156.5,2105.910088,766
225,46.45,Canyonlands,10300,Williams,8335,Mountain Dew,0,10001001,2,2746,0,2678,4,562,2,1556,21,7.1,16,7,0.524243429,65,2110.786949,166.4,903.0374375,365.2
226,31.5,Canyonlands,10300,Williams,8335,Mountain Dew,0,10001001,2,2746,0,2678,4,562,2,1556,21,7.1,16,7,0.530247589,60,1900.924155,183.4,945.3021316,577.4
227,19.06,Arches,12800,Campbell,10545,Coke,1,11111000,2,2122,0,2308,27,1000,2,1000,17,-0.5,-0.5,2,0.512578649,593,2613.121739,170.7,1950.906656,780.2
228,40.74,Canyonlands,10300,Williams,8335,Mountain Dew,0,10001001,2,2746,0,2678,4,562,2,1556,21,7.1,16,7,0.526536657,203,1824.858692,128.6,933.2935975,409
229,3.3,Hot Springs,12600,Campbell,8920,Orange Crush,1,11011000,3,1217,1,1999,12,610,2,746,400,2,2,2,0.553714195,43,3015.39506,221.4,2746.547426,565.7
230,3.03,Hot Springs,12600,Campbell,10085,Coke,1,1111000,0,2768.439697,0,2467,23,1508,0,1644,1,0,0,1,0.553825062,49,3041.303786,222.1,2686.28778,622.1
231,24.55,Hot Springs,12800,Campbell,8920,Orange Crush,1,11011000,3,1217,1,1999,12,610,2,746,400,2,2,2,0.544886397,35,2899.708788,183.6,2551.451781,409.3
232,-3.38,Mount Rainier,10800,Campbell,10350,Coke,1,11111000,5,1522,4,2136,33,1023,1,1962,1571,-34,-45,4,0.528092002,468,3064.850396,431,2571.955575,691
233,22.51,Mount Rainier,10800,Campbell,10357.5,Coke,1,11111001,3,2854,3,2151,47,1492,0,1492,11,0,0,1,0.520048796,47,3127.017699,501.5,2588.417661,520.7
234,23.13,Mount Rainier,10800,Campbell,10365,Coke,1,11111000,4,1450.624878,4,2229,37,1492,0,1492,11,0,0,1,0.517761364,571,3105.356922,221.4,2433.504802,687.4
235,30.18,Badlands,15800,Campbell,9065,Mountain Dew,1,10011101,3,1059,1,1730,9,576,2,1382,224,-1,-1,4,0.508810297,62,2794.958161,320.2,1831.250796,611.9
236,,Badlands,15800,Campbell,8815,Orange Crush,1,10111000,3,1202,1,1872,13,681.1044922,2,836,831,0.7,1,3,0.520791318,162,2930.910773,147.3,1765.68711,284.4
237,2.1,Badlands,15800,Williams,8815,Orange Crush,1,10111000,3,1202,1,1872,13,681.1044922,2,836,831,0.7,1,3,0.519620935,316,3049.659077,287.7,1778.518946,532
238,-4.9,Glacier,10400,Campbell,8480,Orange Crush,1,11111111,5,765,3,1913,15,651,2,1456,909,14.1,2,9,0.56397171,44,2901.724733,183.4,3079.070489,1036.7
239,35.91,Glacier,10300,Young,8480,Orange Crush,1,11111111,5,765,3,1913,15,651,2,1456,909,14.1,2,9,0.544779338,45,3020.245094,203.8,2234.940362,578.3
240,34.82,Glacier,10300,Young,8480,Orange Crush,1,11111111,5,765,3,1913,15,651,2,1456,909,14.1,2,9,0.547460172,121,2711.988942,251.2,2767.440439,586
241,13.46,Denali,13000,Williams,8275,Mountain Dew,0,1110,2,2324.162598,0,2535.925293,0,846,2,1317,291,3.5,3.5,6,0.550263215,519,2576.26137,535.1,1012.064833,315.1
242,13.66,North Cascades,10100,Campbell,9945,Coke,1,11111000,1,1633,0,2736,19,1016,1,1016,9,0,0,1,0.551107734,40,2789.521162,450,2937.843594,854.9
243,5.26,Badlands,12900,Campbell,8595,Pepsi,0,11011000,4,1946,0,2335,7,648,4,893,297,-4.6,-8,5,0.565343624,36,2970.475952,171.1,984.4393228,590.6
244,14.4,Denali,13000,Williams,8275,Mountain Dew,0,1110,2,2324.162598,0,2535.925293,0,846,2,1317,291,3.5,3.5,6,0.557698293,57,2597.085479,164.7,1325.000416,953.5
245,30.9,North Cascades,10100,Campbell,9790,Coke,1,1111000,0,2749,0,2443,12,1906,0,2788,1032,-28.5,-28.5,2,0.544007427,104,2591.577861,423,2666.980485,982.7
246,16.36,Badlands,13000,Campbell,9065,Mountain Dew,1,10011101,3,1059,1,1730,9,576,2,1382,224,-1,-1,4,0.560683247,118,2817.625625,278.8,2045.152982,1330.4
247,14.04,Badlands,12700,Campbell,8410,Mountain Dew,1,10001101,3,1205,1,1729,9,1000,2,806,176,1,1,2,0.558569017,189,2700.095806,179.2,2485.147003,1010.9
248,3.82,North Cascades,10100,Campbell,9945,Coke,1,11111000,1,1633,0,2736,19,1016,1,1016,9,0,0,1,0.555160345,237,2876.678038,293.9,2559.673921,907.2
249,24.77,Great Basin,12600,Young,10565,Coke,1,11111000,1,768,1,2423,28,1732,0,2198,16,-20,-20,2,0.52886577,158,2617.333459,184.1,1913.749196,580.7
250,30.9,Great Basin,12700,Campbell,10565,Coke,1,11111000,1,768,1,2423,28,1732,0,2198,16,-20,-20,2,0.526422733,151,2585.380385,159.3,1319.029465,451.6
251,32.79,Great Basin,12700,Campbell,10565,Coke,1,11111000,1,768,1,2423,28,1732,0,2198,16,-20,-20,2,0.525669496,225,2623.4198,116,1695.386333,536.6
252,3.9,Sequoia,10000,Campbell,8450,Orange Crush,0,11000001,3,2481,0,2708,3,651,3,1161,352,0.7,1,7,0.528055601,52,2739.891112,227.4,2319.774475,475.8
253,-12.43,Sequoia,10300,Campbell,8450,Orange Crush,0,11000001,3,2481,0,2708,3,651,3,1161,352,0.7,1,7,0.532353541,47,2931.53319,264,2805.079207,461.8
254,22.47,Sequoia,10200,Williams,8450,Orange Crush,0,11000001,3,2481,0,2708,3,651,3,1161,352,0.7,1,7,0.520780505,121,2747.544833,154.9,2214.142524,481.8
255,-7.45,Kings Canyon,7600,Campbell,9495,Orange Crush,1,11111000,5,1012,1,2254,20,713,4,1699,725,-14.6,-22.5,18,0.483027875,49,3006.098045,257.1,2805.181939,524.9
256,-5.57,Kings Canyon,7600,Campbell,9495,Orange Crush,1,11101001,6,892,2,1947,8,864,4,1389,602,0.9,1.5,14,0.482359784,113,3124.461324,167.3,2995.954375,456.3
257,30.95,Grand Canyon,10100,Williams,8350,Orange Crush,0,11001000,3,1348,0,2168,9,650,3,695,313,0.7,1,3,0.558724894,282,2626.5012,230,2511.856437,627.9
258,-4.01,Great Smoky Mountains,15100,Campbell,8470,Orange Crush,1,11011001,5,1012,3,1856,12,759.9481812,2,542,452,1,1,2,0.523538231,230,2749.20177,188,2586.205618,500.2
259,35.36,Grand Canyon,10100,Williams,8350,Orange Crush,0,11001000,3,1348,0,2168,9,650,3,695,313,0.7,1,3,0.556859425,367,2528.183455,221,2720.054521,494.4
260,5.7,Great Smoky Mountains,15300,Campbell,8470,Orange Crush,1,11011001,5,1012,3,1856,12,759.9481812,2,542,452,1,1,2,0.51916722,49,2582.789304,164.5,2392.027272,450.1
261,13.8,Great Smoky Mountains,15600,Campbell,8470,Orange Crush,1,11011001,5,1012,3,1856,12,759.9481812,2,542,452,1,1,2,0.516043157,49,2790.013067,136.4,2428.815475,441.3
262,44.56,Lake Clark,13600,Williams,8390,Mountain Dew,0,10001101,4,2145.35791,0,2279.505859,0,843,4,1512,316,1.2,1,10,0.500457436,50,2217.049211,244.6,2051.099384,657.7
263,35.84,Lake Clark,13200,Williams,8810,Mountain Dew,0,10001101,4,1781,0,2300,12,666,4,851,343,0,0,5,0.498732522,317,2379.743894,176.5,2201.34,589.4
264,44.16,Lake Clark,13600,Williams,8870,Mountain Dew,0,1110,3,2780,0,2629,3,858,3,1024,318,-1.2,-1,5,0.500610571,116,2269.023278,235.8,2197.135437,648.6
265,,Lake Clark,13200,Williams,8810,Mountain Dew,0,10001101,4,1781,0,2300,12,666,4,851,343,0,0,5,0.497489429,420,2216.00828,205.1,1544.676122,741
266,-7.58,Acadia,10300,Campbell,9475,Orange Crush,0,111000,3,2193.672363,0,1985.405396,0,787,3,1263,689,-1.4,-1.5,10,0.60044287,41,3380.159177,236.4,2756.549842,289.7
267,1.84,Acadia,10300,Campbell,8160,Coke,1,10001000,2,616,1,1870,7,569,1,1601,44,5,5,4,0.596281978,37,3426.887418,225.7,2834.186764,247.1
268,24.22,Lake Clark,13600,Williams,8870,Mountain Dew,0,1110,3,2780,0,2629,3,858,3,1024,318,-1.2,-1,5,0.508244392,271,2276.248295,262.4,996.2498269,617.7
269,27.43,Great Basin,12600,Campbell,9185,Orange Crush,1,11011101,4,1325,2,1981,21,1000,2,796,169,1,1,2,0.521181337,309,2690.113975,146.1,1538.691204,446
270,4.31,Mount Rainier,8100,Campbell,8970,Orange Crush,1,10111111,8,619,6,1867,36,856.0322266,2,1252,951,-19.8,-20,4,0.555684381,227,2910.095806,148.8,2736.134359,598.6
271,0.37,Mount Rainier,7800,Campbell,8920,Orange Crush,1,11111111,7,1086,7,1784,34,1206,0,1618,14,-0.5,-0.5,2,0.556269245,54,3200.823486,183.1,2704.069504,759
272,4.33,Mount Rainier,7900,Campbell,8910,Orange Crush,1,11111111,8,1401,7,1775,32,823,1,1015,8,-0.5,-0.5,2,0.55463923,44,3337.386903,198.4,2630.823009,574
273,27.8,Great Basin,12700,Campbell,10575,Coke,1,11111000,1,1018,1,2491,21,1763,0,1791,23,0,0,1,0.521035728,390,2693.826949,278.7,1628.125764,714.8
274,82.85,Great Basin,12600,Campbell,10575,Coke,1,11111000,1,1018,1,2491,21,1763,0,1791,23,0,0,1,0.499371573,473,2460.5397,117.1,1571.429111,635.9
275,1.49,Yellowstone,13600,Campbell,8530,Orange Crush,1,11001101,3,780.9133911,1,1882,7,840,2,1182,308,1.5,1.5,4,0.546975982,67,2401.098446,392.5,1218.33913,326.8
276,5.31,Yellowstone,13500,Campbell,8530,Orange Crush,1,11001101,3,780.9133911,1,1882,7,840,2,1182,308,1.5,1.5,4,0.54542858,168,2770.815544,301.7,1507.649634,499.1
277,8.26,Yellowstone,13600,Campbell,8530,Orange Crush,1,11001101,3,780.9133911,1,1882,7,840,2,1182,308,1.5,1.5,4,0.544233598,256,2583.971528,214.6,1561.060485,420.9
278,44.26,Petrified Forest,12600,Campbell,10415,Coke,1,11100000,2,1251.563354,2,2071,12,1455,0,1490,4,0,0,1,0.497453144,204,2090.504617,226.7,2082.40581,451.1
279,24.84,Mount Rainier,9600,Campbell,8885,Orange Crush,1,11101000,5,1216,1,1947,7,725,4,825,535,1,1,5,0.557633447,48,2780.694513,244.6,1882.284217,994.1
280,62.9,Petrified Forest,10300,Williams,10415,Coke,1,11100000,2,1251.563354,2,2071,12,1455,0,1490,4,0,0,1,0.493733708,56,2241.767857,285.3,2155.205518,676.6
281,64.22,Petrified Forest,12800,Williams,10415,Coke,1,11100000,2,1251.563354,2,2071,12,1455,0,1490,4,0,0,1,0.489859281,301,1975.04237,160.3,1654.048903,751.2
282,31.71,Petrified Forest,10200,Williams,10415,Coke,1,11100000,2,1251.563354,2,2071,12,1455,0,1490,4,0,0,1,0.505681674,133,2395.528511,288.3,2422.351828,376.5
283,40.34,Petrified Forest,10200,Williams,10415,Coke,1,11100000,2,1251.563354,2,2071,12,1455,0,1490,4,0,0,1,0.502375776,189,2302.56621,455.2,2319.878738,830.1
284,67.53,Petrified Forest,12700,Williams,10415,Coke,1,11100000,2,1251.563354,2,2071,12,1455,0,1490,4,0,0,1,0.488599978,386,1997.994967,181.4,1929.637368,497.4
285,4.13,Kings Canyon,15300,Williams,8800,Mountain Dew,0,10001111,5,1594,0,2279,11,856,5,806,305,0,0,5,0.573803395,247,2541.351643,450.3,2025.777345,564.9
286,16.7,Kings Canyon,15300,Campbell,8800,Mountain Dew,0,10001111,5,1594,0,2279,11,856,5,806,305,0,0,5,0.568451351,43,2945.96484,294.8,2364.788103,639.6
287,45.82,Kings Canyon,15300,Williams,8800,Mountain Dew,0,10001111,5,1594,0,2279,11,856,5,806,305,0,0,5,0.556052662,346,2420.850104,453.7,2450.138653,390.2
288,21.19,Great Basin,13000,Campbell,10255,Coke,1,11111000,2,772,2,2366,27,1748,0,1748,24,0,0,1,0.555890747,75,2848.074967,169.7,2566.20147,701
289,6.93,Everglades,10300,Campbell,8280,Orange Crush,1,10011111,5,938,3,2038,23,708,2,1546,230,-2.8,-1,6,0.513621806,205,2680.928249,213,2614.600416,641.7
290,-11.64,Great Basin,13000,Campbell,10255,Coke,1,11111000,2,772,2,2366,27,1748,0,1748,24,0,0,1,0.569606335,156,2965.636783,156.3,2945.865871,428.1
291,89.05,Everglades,10300,Campbell,9180,Orange Crush,1,11011111,6,595,5,1940,33,820.163208,1,867,835,0,0,1,0.480995633,67,2426.467749,210.1,2079.290404,559
292,71.44,Great Basin,11800,Campbell,8490,Orange Crush,1,11111111,8,1801,6,1776,26,820,2,1124,9,0.7,1,3,0.534897499,252,2531.114675,151.8,2224.430535,662
293,27.28,Everglades,10300,Campbell,10295,Coke,1,1111000,1,1665,0,2171,18,818,1,829,0,0,0,1,0.505849813,302,2616.979761,237.4,2395.782663,479.6
294,44.92,Everglades,10300,Campbell,8250,Orange Crush,1,11011111,8,2579,3,2026,19,846,5,1543,276,4.7,2,12,0.499112812,369,2526.315152,270.9,2494.963763,565.2
295,35.52,Everglades,10300,Williams,9180,Orange Crush,1,11011111,6,595,5,1940,33,820.163208,1,867,835,0,0,1,0.501386052,222,2580.918415,223.8,2395.248211,661.3
296,53.86,Sequoia,7600,Williams,8450,Orange Crush,0,11000001,3,2481,0,2708,3,651,3,1161,352,0.7,1,7,0.522166364,90,2489.949673,208.8,2536.835745,607.4
297,22.48,Canyonlands,15400,Campbell,8335,Mountain Dew,0,10001001,2,2746,0,2678,4,562,2,1556,21,7.1,16,7,0.530085303,81,2189.009027,269,1269.687988,629.7
298,35.46,Canyonlands,15400,Campbell,8335,Mountain Dew,0,10001001,2,2746,0,2678,4,562,2,1556,21,7.1,16,7,0.524909284,180,1971.769373,282,845.3371297,408.2
