,Well ID,Avg Pump Difference,Lateral Length,TVD,DELAYED,PARENT_CODEV_1050_WELL_COUNT,PARENT_IN_ZONE_MIN_HYPOT,PARENT_1050_WELL_COUNT,PARENT_3000_AVG_HYPOT_DIST,PARENT_3000_WELL_COUNT,CODEV_IN_ZONE_MIN_HYPOT,CODEV_1050_WELL_COUNT,CODEV_3000_AVG_HYPOT_DIST,CODEV_3000_AVG_TVD_DIST,CODEV_3000_AVG_WELL_AGE,CODEV_3000_MEDIAN_WELL_AGE,CODEV_3000_WELL_COUNT,Pressure Gradient (psi/ft) new,Soak Time,Avg Open Pressure,SD Open Pressure,Avg Close Pressure,SD Close Pressure,side,above,below,Area_Acadia,Area_Arches,Area_Badlands,Area_Big Bend,Area_Canyonlands,Area_Carlsbad Caverns,Area_Crater Lake,Area_Denali,Area_Dry Tortugas,Area_Everglades,Area_Glacier,Area_Grand Canyon,Area_Grand Teton,Area_Great Basin,Area_Great Sand Dunes,Area_Great Smoky Mountains,Area_Guadalupe Mountains,Area_Hot Springs,Area_Joshua Tree,Area_Kings Canyon,Area_Lake Clark,Area_Mammoth Cave,Area_Mount Rainier,Area_North Cascades,Area_Olympic,Area_Petrified Forest,Area_Redwood,Area_Rocky Mountain,Area_Sequoia,Area_Yellowstone,Area_Yosemite,Fluid System_Campbell,Fluid System_Williams,Fluid System_Young,Development Strategy_Coke,Development Strategy_Dr Pepper,Development Strategy_Mountain Dew,Development Strategy_Orange Crush,Development Strategy_Pepsi,Development Strategy_Pibb Extra,Development Strategy_Sprite
71,74,-0.46,9900,8985.0,1,4,736.0,2,1938.0,18,923.6907348999999,2,1074,626,0.7,1.0,3,0.562230068,387,3132.680908,232.1712341,1958.012228,393.3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
72,75,49.95,10400,9070.0,1,3,1286.0,1,2105.0,27,670.0,2,665,388,-0.5,-0.5,2,0.49298422700000005,98,2956.58701,196.5,2377.5134510000003,637.3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
73,76,,9900,8985.0,1,4,736.0,2,1938.0,18,923.6907348999999,2,1074,626,0.7,1.0,3,0.562928571,435,3397.5969600000003,261.9,2263.980877,370.3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
74,77,18.09,9900,8985.0,1,4,736.0,2,1938.0,18,923.6907348999999,2,1074,626,0.7,1.0,3,0.554517436,155,3503.145764,287.0,2588.412089,679.6,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
75,78,26.83,10000,8985.0,1,4,736.0,2,1938.0,18,923.6907348999999,2,1074,626,0.7,1.0,3,0.553024696,113,3340.95279,198.0,2544.943509,409.5,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
76,79,72.63,10600,9070.0,1,3,1286.0,1,2105.0,27,670.0,2,665,388,-0.5,-0.5,2,0.49079390799999995,99,2810.163763,209.0,1716.5150600000002,372.9,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
77,80,5.73,9700,10075.0,1,1,2356.0,0,2510.0,26,1021.0,1,1050,5,0.0,0.0,1,0.57073975,35,2688.771443,185.2,2235.4632239999996,441.3,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
78,81,5.14,9700,8765.0,0,4,757.0,1,2332.0,4,893.0,3,1294,368,1.2,1.0,5,0.570989915,107,2677.106456,158.3,2569.850589,480.7,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
79,82,1.47,10200,8175.0,1,7,1157.0,6,2009.0,26,1344.0,1,958,175,0.7,1.0,3,0.518512647,50,2983.398776,182.9,2805.4946210000003,556.9,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
80,83,86.53,10200,8175.0,1,7,1157.0,6,2009.0,26,1344.0,1,958,175,0.7,1.0,3,0.485850131,48,2585.168365,198.1,2318.978438,617.4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
81,84,38.63,10200,8175.0,1,7,1157.0,6,2009.0,26,1344.0,1,958,175,0.7,1.0,3,0.504243436,124,3010.465332,232.1712341,2696.5026629999998,927.1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
82,86,9.41,7400,10175.0,1,1,1432.526855,1,2273.0,20,1249.0,0,2641,970,6.7,3.0,9,0.48664321899999996,28,3030.6008079999997,122.8,2894.154482,380.2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
83,88,4.52,7500,10175.0,1,1,1432.526855,1,2273.0,20,1249.0,0,2641,970,6.7,3.0,9,0.488415961,88,2960.748549,150.7,2804.015668,481.0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
84,89,15.09,7500,8775.0,1,6,1607.0,4,1791.0,14,696.0,2,721,7,-0.5,-0.5,2,0.484584082,100,3064.953528,205.3,3064.953528,340.1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
85,90,25.29,15300,8985.0,1,4,736.0,2,1938.0,18,937.5639037999999,2,1074,626,0.7,1.0,3,0.503955815,123,3295.453913,241.3,2522.626225,396.5,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
86,92,29.13,15300,8985.0,1,4,736.0,2,1938.0,18,937.5639037999999,2,1074,626,0.7,1.0,3,0.501580903,134,3480.775229,225.4,2574.593043,195.1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
87,95,29.48,12400,8330.0,1,5,876.4413452,3,1925.0,18,932.0,2,1340,134,1.5,1.5,4,0.498599038,233,2768.887457,215.6,2371.409781,351.0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
88,96,,10100,8335.0,0,2,2746.0,0,2678.0,4,562.0,2,1556,21,7.1,16.0,7,0.514748458,47,2756.7666489999997,188.4,2073.483878,380.3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
89,97,12.63,10100,8335.0,0,2,2746.0,0,2678.0,4,562.0,2,1556,21,7.1,16.0,7,0.511444884,50,2594.2212,310.2,1890.7575379999998,455.1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
90,98,102.51,12400,10255.0,1,2,772.0,2,2366.0,27,1748.0,0,1748,24,0.0,0.0,1,0.517879525,87,2269.844556,128.3,1693.1564059999998,556.0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
91,99,92.25,12400,10255.0,1,2,772.0,2,2366.0,27,1748.0,0,1748,24,0.0,0.0,1,0.52494356,89,2377.1995460000003,120.3,1710.870419,523.8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
92,100,6.34,10100,8240.0,0,1,1930.94519,0,2971.0,1,717.0,1,1656,47,-4.8,-5.0,6,0.513847136,107,2730.315121,196.7,1933.7055329999998,426.0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
93,101,6.17,10100,8240.0,0,1,1930.94519,0,2971.0,1,717.0,1,1656,47,-4.8,-5.0,6,0.5139120620000001,120,2575.69115,239.3,2075.5465489999997,527.9,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
94,102,7.24,7300,8180.0,0,2,1213.0,0,2194.0,5,578.0,2,1129,26,-1.3,-2.5,4,0.505226105,35,2781.3186530000003,294.9,2295.844348,416.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
95,103,-4.14,7300,8240.0,0,1,1930.94519,0,2971.0,1,717.0,1,1656,47,-4.8,-5.0,6,0.509502253,34,2906.213082,305.5,2247.58738,363.4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
96,104,26.68,7300,8160.0,1,2,616.0,1,1870.0,7,569.0,1,1601,44,5.0,5.0,4,0.49792133200000005,91,2738.838669,217.1,1984.22885,327.7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
97,105,0.67,10200,9000.0,0,4,2256.3125,0,2128.1801760000003,0,879.0,4,1495,316,0.2,0.0,9,0.5544822079999999,30,3148.721362,291.6,2662.974152,638.3,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
98,106,-2.8,9400,10270.0,1,0,577.7485352000001,0,1870.0,8,1440.0,0,1440,6,0.0,0.0,1,0.5559062570000001,54,3202.266903,292.2,2314.917876,609.1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
99,107,55.13,10200,10270.0,1,0,577.7485352000001,0,1870.0,8,1440.0,0,1440,6,0.0,0.0,1,0.532132444,135,2924.140031,309.5,2087.818061,752.4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
100,108,1.51,10100,8530.0,0,4,2096.267578,0,2161.416016,0,959.0,4,1561,331,-5.0,-0.5,10,0.562450063,112,3132.012505,197.9,2839.83509,656.0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
101,109,33.77,10800,8350.0,1,8,1707.0,3,1985.0,24,792.0,5,1304,300,-18.6,-27.5,10,0.48501329200000004,33,2582.552389,153.4,2372.739292,684.7,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
102,110,18.72,10300,8500.0,0,5,2055.75,0,2292.501221,0,627.0,5,1221,326,-7.5,-2.5,10,0.553742583,32,3214.919515,215.6,3058.222424,611.8,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
103,111,-0.55,9800,8325.0,1,7,872.7144164999999,3,1937.0,19,708.0,4,697,130,0.3,0.5,4,0.5020133929999999,35,2691.456299,232.1712341,2509.734182,626.1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
104,112,14.37,10600,10440.0,1,1,1900.354614,0,2217.0,15,1000.0,1,1000,18,0.0,0.0,1,0.492152253,99,2718.909404,164.0,2123.056545,644.9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
105,113,45.67,10300,8515.0,0,7,2089.91748,0,2033.772339,0,959.0,7,1050,327,-3.9,1.0,10,0.542547808,132,3183.079823,189.3,3091.1533670000003,476.8,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
106,114,-0.46,9800,10440.0,1,1,1901.0,0,2213.0,18,1000.0,1,1000,9,0.0,0.0,1,0.501979983,107,2225.376221,236.93545530000003,2879.1753519999997,571.6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
107,115,23.0,10600,10420.0,1,1,1701.175171,0,2270.0,18,1000.0,1,1000,18,0.0,0.0,1,0.488976519,162,2576.100462,198.1,2386.942578,616.2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
108,116,11.92,9800,8375.0,1,8,1000.99646,3,1808.0,16,755.0,5,1479,284,11.6,2.0,12,0.49851845100000003,167,2670.179469,156.0,2619.197522,730.6,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
109,117,0.89,15700,8985.0,1,4,736.0,2,1938.0,18,937.5639037999999,2,1074,626,0.7,1.0,3,0.544308289,131,3135.863594,222.0,1958.565871,250.8,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
110,118,-2.13,11100,8445.0,1,5,2081.0,4,1948.0,25,1439.0,1,1048,183,0.7,1.0,3,0.522708084,445,2903.3598079999997,154.7,2793.9013010000003,621.5,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
111,119,-1.45,9800,8160.0,1,2,616.0,1,1870.0,7,569.0,1,1601,44,5.0,5.0,4,0.551499235,42,3383.440746,176.9,2830.180516,619.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
112,120,-1.63,10000,8160.0,1,2,616.0,1,1870.0,7,569.0,1,1601,44,5.0,5.0,4,0.5515725929999999,38,3452.534082,254.1,2665.209027,740.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
113,121,0.25,15600,8985.0,1,4,736.0,2,1938.0,18,937.5639037999999,2,1074,626,0.7,1.0,3,0.544566161,228,3179.7692039999997,209.3,2010.03753,809.2,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
114,122,3.63,11800,8985.0,1,4,736.0,2,1938.0,18,923.6907348999999,2,1074,626,0.7,1.0,3,0.595283831,119,2888.209673,172.5,2438.908726,577.7,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
115,123,10.28,11200,8445.0,1,5,2081.0,4,1948.0,25,1439.0,1,1048,183,0.7,1.0,3,0.517916936,514,2810.6705660000002,189.1,2379.488149,637.4,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
116,124,15.66,15400,8985.0,1,4,736.0,2,1938.0,18,937.5639037999999,2,1074,626,0.7,1.0,3,0.537945825,337,2758.176414,182.7,2054.635437,446.1,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
117,125,40.52,10000,8160.0,1,2,616.0,1,1870.0,7,569.0,1,1601,44,5.0,5.0,4,0.534394724,133,3069.592497,251.7,2324.338199,702.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
118,126,5.25,10100,9205.0,1,6,974.0,5,1863.0,24,579.0,1,928,3,1.0,1.0,2,0.591149071,317,3405.9086729999995,242.3,2287.406549,594.9,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
119,127,-5.71,7400,9545.0,1,3,1131.72583,1,1723.0,7,1450.0,2,1004,209,-1.0,-1.0,4,0.510718973,358,3129.436529,137.3,3092.401778,435.3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
120,128,22.28,10200,9205.0,1,6,974.0,5,1863.0,24,579.0,1,928,3,1.0,1.0,2,0.583672645,392,3019.273459,246.6,2491.999092,604.9,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
121,129,81.66,10300,8335.0,0,2,2746.0,0,2678.0,4,562.0,2,1556,21,7.1,16.0,7,0.511177664,48,2178.8314739999996,163.6,1487.563294,707.9,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
122,130,1.55,7600,9570.0,1,3,1050.56604,1,1578.0,8,1450.0,2,1078,191,0.3,0.5,4,0.510585209,301,3317.264094,198.3,3062.836299,459.5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
123,131,,10200,8860.0,1,11,237.0,6,1769.0,10,388.0,5,598,195,0.0,0.0,5,0.588176939,491,3120.067826,214.9,2437.2211239999997,529.3,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
124,132,70.53,10300,8335.0,0,2,2746.0,0,2678.0,4,562.0,2,1556,21,7.1,16.0,7,0.515657072,113,2147.943132,189.7,1531.745871,638.6,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
125,133,8.07,7600,10385.0,1,3,1348.0,3,2164.0,32,1366.0,0,2081,1639,-10.0,-13.0,4,0.508119701,383,3156.085533,129.5,3062.097199,919.4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
126,134,0.85,10300,8160.0,1,2,616.0,1,1870.0,7,569.0,1,1601,44,5.0,5.0,4,0.5742643279999999,107,3479.21576,224.5,3024.888888,390.9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
127,135,62.68,10300,8335.0,0,2,2746.0,0,2678.0,4,562.0,2,1556,21,7.1,16.0,7,0.518816402,187,2206.131451,734.0,1571.450458,659.5,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
128,136,0.88,10300,8160.0,1,2,616.0,1,1870.0,7,569.0,1,1601,44,5.0,5.0,4,0.574251575,151,3440.218761,202.4,2890.949204,327.6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
129,137,,7300,8920.0,1,3,1217.0,1,1999.0,12,610.0,2,746,400,2.0,2.0,2,0.606818415,38,3148.416568,146.8,3195.0838940000003,1018.0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
130,138,11.23,7300,9315.0,1,7,837.0,4,1923.0,32,784.0,3,1485,751,2.9,-1.0,9,0.60038708,156,3119.387257,152.0,2420.874159,505.6,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
131,139,58.05,10500,8870.0,0,3,2780.0,0,2629.0,3,858.0,3,1024,318,-1.2,-1.0,5,0.5024609879999999,101,2485.747411,207.4,2501.6054480000003,676.6,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
132,140,67.17,10500,8810.0,0,4,1781.0,0,2300.0,12,666.0,4,851,343,0.0,0.0,5,0.498918962,246,2416.3465100000003,224.1,2168.165348,805.0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
133,141,-1.91,9800,9120.0,1,3,1526.0,2,2045.0,20,796.0,1,814,18,0.0,0.0,1,0.58533376,48,3012.960439,138.8,2625.100015,636.4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
134,142,-0.13,9800,8765.0,1,10,705.0,9,1639.0,30,818.0,1,818,4,0.0,0.0,1,0.582275356,49,2939.421008,193.2,2292.0999850000003,766.5,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
135,143,29.05,7400,10085.0,1,0,1489.7948,0,2263.0,20,1147.0,0,1154,6,0.0,0.0,1,0.5391710120000001,171,2725.0843170000003,152.6,1668.609211,502.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
136,144,33.22,7400,9980.0,1,1,734.0,1,2186.0,18,1703.0,0,1731,1,0.0,0.0,1,0.5374712429999999,220,2703.052235,183.5,1703.5611,550.8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
137,145,-3.13,7300,8455.0,0,5,2119.584961,0,1961.406494,0,1260.0,5,1578,458,1.9,-1.0,14,0.574183679,36,3418.652943,268.0,2803.295414,444.6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
138,146,14.06,12600,9110.0,1,6,1465.0,1,2172.0,17,1011.0,5,1018,597,-0.6,-1.0,7,0.5527959410000001,679,3173.314467,577.2,1813.776337,532.9,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
139,147,52.38,11800,8215.0,1,2,1934.0,2,1876.0,10,1320.0,0,1650,14,1.0,1.0,2,0.482264741,39,2383.651435,147.2,1890.7235170000001,673.8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
140,148,-0.56,7300,8535.0,1,3,1620.0,0,2220.0,12,934.2380370999999,3,543,507,0.7,1.0,3,0.5730945679999999,113,3349.964309,143.4,3174.788642,455.8,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
141,149,11.31,11800,8215.0,1,2,1934.0,2,1876.0,10,1320.0,0,1650,14,1.0,1.0,2,0.497507574,129,2692.737861,176.5,2094.2335510000003,800.8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
142,150,11.7,11400,9110.0,1,6,1465.0,1,2172.0,17,1011.0,5,1018,597,-0.6,-1.0,7,0.556864871,195,3229.885956,868.2,2429.851705,491.7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
143,151,3.86,9600,7345.0,1,6,637.0,5,1589.0,14,677.0,1,1542,25,17.7,1.0,3,0.548505379,278,2570.272566,109.0,2101.778068,195.8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
144,152,7.71,9600,7345.0,1,6,637.0,5,1589.0,14,677.0,1,1542,25,17.7,1.0,3,0.546938715,342,2553.9619079999998,111.5,2178.882147,177.6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
145,153,-2.47,10200,9475.0,0,3,2193.6723629999997,0,1985.405396,0,787.0,3,1263,689,-1.4,-1.5,10,0.606314397,76,2919.9414620000002,276.5,2657.547911,596.9,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
